id_plataforma;nome_plataforma;appid
1122334455;"windows;mac;linux";10
1122334456;"windows;mac;linux";20
1122334457;"windows;mac;linux";30
1122334458;"windows;mac;linux";40
1122334459;"windows;mac;linux";50
1122334460;"windows;mac;linux";60
1122334461;"windows;mac;linux";70
1122334462;"windows;mac;linux";80
1122334463;"windows;mac;linux";130
1122334464;"windows;mac;linux";220
1122334465;"windows;mac;linux";240
1122334466;"windows;mac;linux";280
1122334467;"windows;mac;linux";300
1122334468;"windows;mac;linux";320
1122334469;"windows;mac;linux";340
1122334470;"windows;mac;linux";360
1122334471;"windows;mac;linux";380
1122334472;"windows;mac;linux";400
1122334473;"windows;mac;linux";420
1122334474;"windows;mac;linux";440
1122334475;"windows;mac";500
1122334476;"windows;mac;linux";550
1122334477;"windows;mac;linux";570
1122334478;"windows;mac;linux";620
1122334479;windows;630
1122334480;"windows;mac;linux";730
1122334481;windows;1002
1122334482;"windows;mac;linux";1200
1122334483;"windows;mac;linux";1250
1122334484;windows;1300
1122334485;"windows;mac;linux";1500
1122334486;"windows;mac;linux";1510
1122334487;"windows;mac;linux";1520
1122334488;"windows;mac";1530
1122334489;windows;1600
1122334490;windows;1610
1122334491;windows;1630
1122334492;windows;1640
1122334493;windows;1670
1122334494;windows;1690
1122334495;windows;1700
1122334496;windows;1840
1122334497;"windows;mac;linux";1900
1122334498;"windows;mac;linux";1930
1122334499;windows;2100
1122334500;windows;2200
1122334501;windows;2210
1122334502;windows;2270
1122334503;windows;2280
1122334504;windows;2290
1122334505;windows;2300
1122334506;windows;2310
1122334507;windows;2320
1122334508;windows;2330
1122334509;windows;2340
1122334510;windows;2350
1122334511;windows;2360
1122334512;windows;2370
1122334513;windows;2390
1122334514;windows;2400
1122334515;windows;2450
1122334516;"windows;mac";2500
1122334517;windows;2520
1122334518;windows;2590
1122334519;windows;2600
1122334520;windows;2610
1122334521;windows;2620
1122334522;"windows;mac";2630
1122334523;windows;2640
1122334524;windows;2710
1122334525;windows;2720
1122334526;windows;2780
1122334527;windows;2800
1122334528;"windows;mac;linux";2810
1122334529;"windows;mac;linux";2820
1122334530;windows;2840
1122334531;windows;2850
1122334532;"windows;mac;linux";2870
1122334533;windows;2900
1122334534;windows;2910
1122334535;windows;2920
1122334536;windows;2990
1122334537;windows;3010
1122334538;windows;3020
1122334539;windows;3050
1122334540;windows;3130
1122334541;"windows;mac";3170
1122334542;windows;3230
1122334543;windows;3260
1122334544;windows;3270
1122334545;"windows;mac";3330
1122334546;windows;3410
1122334547;"windows;mac";3480
1122334548;windows;3483
1122334549;windows;3490
1122334550;windows;3500
1122334551;windows;3510
1122334552;windows;3520
1122334553;windows;3530
1122334554;"windows;mac";3540
1122334555;windows;3560
1122334556;windows;3570
1122334557;windows;3580
1122334558;"windows;mac";3590
1122334559;"windows;mac";3600
1122334560;windows;3610
1122334561;windows;3620
1122334562;windows;3700
1122334563;windows;3710
1122334564;windows;3720
1122334565;windows;3730
1122334566;windows;3800
1122334567;windows;3810
1122334568;windows;3820
1122334569;"windows;mac;linux";3830
1122334570;"windows;mac";3900
1122334571;windows;3910
1122334572;windows;3920
1122334573;windows;3960
1122334574;windows;3980
1122334575;"windows;mac";3990
1122334576;"windows;mac;linux";4000
1122334577;windows;4100
1122334578;windows;4230
1122334579;windows;4290
1122334580;windows;4300
1122334581;windows;4420
1122334582;windows;4460
1122334583;windows;4470
1122334584;windows;4500
1122334585;windows;4520
1122334586;windows;4530
1122334587;windows;4560
1122334588;windows;4570
1122334589;windows;4580
1122334590;"windows;mac;linux";4700
1122334591;windows;4720
1122334592;windows;4760
1122334593;windows;4770
1122334594;"windows;mac;linux";4780
1122334595;windows;4800
1122334596;windows;4850
1122334597;windows;4870
1122334598;windows;4880
1122334599;windows;4890
1122334600;windows;4900
1122334601;"windows;linux";4920
1122334602;windows;6000
1122334603;"windows;mac";6010
1122334604;"windows;mac";6020
1122334605;"windows;mac";6030
1122334606;"windows;mac";6040
1122334607;windows;6060
1122334608;windows;6080
1122334609;windows;6090
1122334610;"windows;mac;linux";6120
1122334611;windows;6200
1122334612;windows;6210
1122334613;windows;6220
1122334614;windows;6250
1122334615;windows;6270
1122334616;windows;6300
1122334617;windows;6310
1122334618;windows;6370
1122334619;windows;6400
1122334620;windows;6420
1122334621;windows;6510
1122334622;windows;6550
1122334623;windows;6800
1122334624;windows;6810
1122334625;windows;6830
1122334626;windows;6840
1122334627;windows;6850
1122334628;windows;6860
1122334629;windows;6870
1122334630;windows;6880
1122334631;windows;6900
1122334632;windows;6910
1122334633;windows;6920
1122334634;windows;6980
1122334635;windows;7000
1122334636;windows;7010
1122334637;windows;7020
1122334638;windows;7110
1122334639;windows;7200
1122334640;windows;7210
1122334641;windows;7220
1122334642;windows;7260
1122334643;windows;7340
1122334644;"windows;mac;linux";7510
1122334645;"windows;mac";7520
1122334646;"windows;mac";7530
1122334647;"windows;mac";7600
1122334648;windows;7610
1122334649;windows;7620
1122334650;windows;7650
1122334651;windows;7660
1122334652;windows;7730
1122334653;windows;7760
1122334654;windows;7770
1122334655;windows;7830
1122334656;windows;7840
1122334657;windows;7860
1122334658;"windows;mac";7940
1122334659;windows;8000
1122334660;windows;8080
1122334661;windows;8100
1122334662;windows;8140
1122334663;windows;8170
1122334664;windows;8190
1122334665;windows;8310
1122334666;windows;8320
1122334667;windows;8330
1122334668;"windows;mac";8340
1122334669;windows;8400
1122334670;"windows;mac";8500
1122334671;windows;8600
1122334672;windows;8790
1122334673;"windows;mac";8800
1122334674;"windows;mac;linux";8870
1122334675;windows;8880
1122334676;windows;8890
1122334677;"windows;mac;linux";8930
1122334678;windows;8970
1122334679;windows;9000
1122334680;windows;9010
1122334681;windows;9030
1122334682;windows;9040
1122334683;windows;9050
1122334684;windows;9060
1122334685;windows;9160
1122334686;windows;9180
1122334687;windows;9200
1122334688;windows;9310
1122334689;windows;9340
1122334690;windows;9350
1122334691;windows;9420
1122334692;windows;9450
1122334693;windows;9460
1122334694;"windows;linux";9480
1122334695;"windows;mac";9500
1122334696;windows;9710
1122334697;windows;9760
1122334698;windows;9800
1122334699;windows;9850
1122334700;windows;9880
1122334701;windows;9900
1122334702;windows;9940
1122334703;windows;9960
1122334704;windows;9970
1122334705;windows;9980
1122334706;windows;10090
1122334707;windows;10100
1122334708;windows;10110
1122334709;windows;10120
1122334710;windows;10130
1122334711;windows;10140
1122334712;windows;10150
1122334713;"windows;mac";10180
1122334714;windows;10220
1122334715;windows;10230
1122334716;windows;10240
1122334717;windows;10250
1122334718;windows;10260
1122334719;windows;10270
1122334720;windows;10460
1122334721;"windows;mac;linux";10500
1122334722;windows;10680
1122334723;windows;11020
1122334724;windows;11040
1122334725;windows;11050
1122334726;windows;11130
1122334727;windows;11140
1122334728;windows;11150
1122334729;windows;11190
1122334730;"windows;mac";11200
1122334731;windows;11230
1122334732;windows;11240
1122334733;windows;11250
1122334734;windows;11260
1122334735;"windows;mac";11280
1122334736;windows;11330
1122334737;windows;11340
1122334738;"windows;mac";11360
1122334739;"windows;mac;linux";11450
1122334740;windows;11480
1122334741;windows;11560
1122334742;windows;11590
1122334743;windows;12100
1122334744;windows;12110
1122334745;windows;12120
1122334746;windows;12130
1122334747;windows;12140
1122334748;windows;12150
1122334749;windows;12170
1122334750;windows;12180
1122334751;windows;12200
1122334752;windows;12210
1122334753;windows;12220
1122334754;windows;12310
1122334755;windows;12320
1122334756;windows;12330
1122334757;windows;12340
1122334758;windows;12360
1122334759;windows;12390
1122334760;windows;12420
1122334761;windows;12430
1122334762;windows;12440
1122334763;windows;12450
1122334764;windows;12460
1122334765;windows;12470
1122334766;windows;12480
1122334767;windows;12500
1122334768;windows;12510
1122334769;windows;12520
1122334770;windows;12530
1122334771;windows;12540
1122334772;windows;12560
1122334773;windows;12590
1122334774;windows;12600
1122334775;windows;12640
1122334776;windows;12670
1122334777;"windows;mac;linux";12710
1122334778;windows;12770
1122334779;windows;12790
1122334780;"windows;mac;linux";12810
1122334781;windows;12830
1122334782;windows;13000
1122334783;windows;13140
1122334784;windows;13200
1122334785;windows;13210
1122334786;windows;13230
1122334787;windows;13240
1122334788;windows;13250
1122334789;windows;13500
1122334790;windows;13520
1122334791;windows;13530
1122334792;windows;13540
1122334793;windows;13560
1122334794;windows;13570
1122334795;windows;13580
1122334796;windows;13600
1122334797;windows;13620
1122334798;windows;15000
1122334799;windows;15080
1122334800;windows;15100
1122334801;windows;15120
1122334802;windows;15130
1122334803;windows;15160
1122334804;windows;15170
1122334805;windows;15190
1122334806;windows;15200
1122334807;windows;15210
1122334808;windows;15240
1122334809;windows;15270
1122334810;windows;15300
1122334811;windows;15320
1122334812;windows;15370
1122334813;windows;15380
1122334814;windows;15390
1122334815;"windows;mac;linux";15400
1122334816;windows;15500
1122334817;windows;15520
1122334818;"windows;mac;linux";15560
1122334819;"windows;mac;linux";15620
1122334820;windows;15700
1122334821;windows;15710
1122334822;windows;15740
1122334823;windows;15750
1122334824;windows;15800
1122334825;windows;15900
1122334826;windows;15910
1122334827;windows;15920
1122334828;windows;15930
1122334829;windows;15960
1122334830;"windows;mac";15970
1122334831;windows;16000
1122334832;windows;16020
1122334833;windows;16030
1122334834;windows;16040
1122334835;windows;16060
1122334836;windows;16100
1122334837;windows;16110
1122334838;windows;16120
1122334839;windows;16130
1122334840;windows;16180
1122334841;windows;16200
1122334842;windows;16450
1122334843;windows;16500
1122334844;windows;16600
1122334845;"windows;mac";16620
1122334846;windows;16710
1122334847;"windows;mac";16720
1122334848;windows;16730
1122334849;"windows;mac";16810
1122334850;windows;16900
1122334851;windows;17080
1122334852;windows;17100
1122334853;windows;17120
1122334854;windows;17140
1122334855;windows;17180
1122334856;windows;17300
1122334857;windows;17330
1122334858;windows;17390
1122334859;windows;17410
1122334860;windows;17430
1122334861;windows;17440
1122334862;windows;17450
1122334863;windows;17460
1122334864;windows;17470
1122334865;windows;17480
1122334866;"windows;linux";17500
1122334867;"windows;mac;linux";17570
1122334868;"windows;mac;linux";17710
1122334869;"windows;linux";17740
1122334870;windows;18000
1122334871;windows;18020
1122334872;"windows;mac";18040
1122334873;"windows;mac";18050
1122334874;"windows;mac";18070
1122334875;"windows;mac";18120
1122334876;"windows;mac;linux";18300
1122334877;windows;18400
1122334878;windows;18420
1122334879;windows;18470
1122334880;windows;18480
1122334881;windows;18500
1122334882;windows;18600
1122334883;"windows;mac;linux";18700
1122334884;windows;18820
1122334885;windows;19000
1122334886;windows;19020
1122334887;windows;19030
1122334888;windows;19080
1122334889;windows;19200
1122334890;windows;19320
1122334891;windows;19500
1122334892;windows;19800
1122334893;windows;19830
1122334894;windows;19900
1122334895;windows;19980
1122334896;windows;20200
1122334897;windows;20510
1122334898;windows;20530
1122334899;windows;20540
1122334900;windows;20550
1122334901;"windows;mac;linux";20570
1122334902;windows;20700
1122334903;windows;20710
1122334904;"windows;mac;linux";20820
1122334905;"windows;mac";20900
1122334906;"windows;mac;linux";20920
1122334907;windows;21000
1122334908;windows;21010
1122334909;windows;21030
1122334910;windows;21090
1122334911;windows;21100
1122334912;windows;21130
1122334913;windows;21300
1122334914;windows;21400
1122334915;windows;21500
1122334916;windows;21640
1122334917;windows;21660
1122334918;windows;21670
1122334919;windows;21680
1122334920;windows;21690
1122334921;windows;21780
1122334922;windows;21800
1122334923;windows;21980
1122334924;"windows;mac;linux";22000
1122334925;windows;22100
1122334926;"windows;mac;linux";22120
1122334927;windows;22130
1122334928;"windows;mac;linux";22180
1122334929;windows;22200
1122334930;windows;22230
1122334931;windows;22300
1122334932;windows;22310
1122334933;windows;22320
1122334934;windows;22330
1122334935;windows;22350
1122334936;windows;22370
1122334937;windows;22380
1122334938;windows;22450
1122334939;windows;22500
1122334940;"windows;mac;linux";22600
1122334941;windows;22610
1122334942;windows;22650
1122334943;windows;22670
1122334944;windows;23150
1122334945;windows;23300
1122334946;windows;23380
1122334947;windows;23400
1122334948;windows;23420
1122334949;windows;23450
1122334950;windows;23460
1122334951;windows;23490
1122334952;windows;23500
1122334953;windows;23530
1122334954;"windows;mac;linux";23600
1122334955;windows;23700
1122334956;windows;24010
1122334957;windows;24200
1122334958;windows;24240
1122334959;windows;24400
1122334960;windows;24410
1122334961;"windows;linux";24420
1122334962;windows;24460
1122334963;windows;24480
1122334964;windows;24640
1122334965;windows;24650
1122334966;windows;24670
1122334967;windows;24720
1122334968;windows;24740
1122334969;"windows;mac";24780
1122334970;windows;24790
1122334971;windows;24800
1122334972;windows;24810
1122334973;windows;24840
1122334974;windows;24870
1122334975;windows;24960
1122334976;windows;24980
1122334977;"windows;mac;linux";25000
1122334978;"windows;mac;linux";25010
1122334979;windows;25500
1122334980;"windows;mac;linux";25600
1122334981;"windows;mac;linux";25620
1122334982;"windows;mac";25700
1122334983;"windows;mac";25800
1122334984;windows;25830
1122334985;windows;25850
1122334986;"windows;mac";25890
1122334987;"windows;mac";25900
1122334988;windows;25910
1122334989;windows;25930
1122334990;windows;25980
1122334991;windows;25990
1122334992;windows;26000
1122334993;windows;26300
1122334994;"windows;mac;linux";26800
1122334995;"windows;mac";26900
1122334996;"windows;mac";27000
1122334997;"windows;mac;linux";27020
1122334998;"windows;mac";27050
1122334999;windows;27200
1122335000;windows;27330
1122335001;"windows;mac";27400
1122335002;windows;27600
1122335003;windows;27800
1122335004;windows;27810
1122335005;windows;27900
1122335006;windows;27920
1122335007;windows;27940
1122335008;windows;28000
1122335009;windows;29120
1122335010;windows;29130
1122335011;"windows;mac;linux";29160
1122335012;"windows;mac;linux";29180
1122335013;"windows;mac";29800
1122335014;windows;29900
1122335015;"windows;mac";31270
1122335016;windows;31300
1122335017;windows;31800
1122335018;windows;31810
1122335019;windows;31820
1122335020;windows;31830
1122335021;windows;31840
1122335022;windows;31850
1122335023;windows;31860
1122335024;windows;31870
1122335025;windows;31880
1122335026;windows;31890
1122335027;windows;31900
1122335028;windows;31910
1122335029;windows;31920
1122335030;windows;31930
1122335031;windows;31980
1122335032;windows;32000
1122335033;"windows;mac";32110
1122335034;windows;32120
1122335035;windows;32140
1122335036;windows;32150
1122335037;windows;32160
1122335038;windows;32200
1122335039;"windows;mac";32310
1122335040;windows;32330
1122335041;"windows;mac";32340
1122335042;windows;32350
1122335043;windows;32360
1122335044;"windows;mac";32370
1122335045;windows;32380
1122335046;windows;32390
1122335047;"windows;mac";32400
1122335048;windows;32410
1122335049;windows;32420
1122335050;"windows;mac";32430
1122335051;"windows;mac";32440
1122335052;windows;32450
1122335053;windows;32460
1122335054;windows;32470
1122335055;windows;32500
1122335056;windows;32510
1122335057;windows;32610
1122335058;windows;32620
1122335059;windows;32630
1122335060;windows;32640
1122335061;windows;32650
1122335062;windows;32660
1122335063;windows;32670
1122335064;windows;32680
1122335065;windows;32710
1122335066;windows;32720
1122335067;windows;32730
1122335068;windows;32740
1122335069;windows;32750
1122335070;windows;32760
1122335071;windows;32770
1122335072;windows;32900
1122335073;windows;33100
1122335074;windows;33110
1122335075;windows;33120
1122335076;windows;33130
1122335077;windows;33180
1122335078;windows;33230
1122335079;windows;33320
1122335080;windows;33390
1122335081;windows;33460
1122335082;windows;33520
1122335083;windows;33570
1122335084;"windows;mac;linux";33600
1122335085;windows;33610
1122335086;windows;33620
1122335087;windows;33650
1122335088;windows;33660
1122335089;windows;33670
1122335090;"windows;mac;linux";33680
1122335091;windows;33760
1122335092;windows;33770
1122335093;"windows;mac";33790
1122335094;windows;33900
1122335095;windows;33930
1122335096;windows;33950
1122335097;windows;33980
1122335098;windows;33990
1122335099;windows;34010
1122335100;"windows;mac";34030
1122335101;windows;34190
1122335102;windows;34410
1122335103;windows;34420
1122335104;windows;34500
1122335105;windows;34600
1122335106;windows;34630
1122335107;windows;34640
1122335108;windows;34800
1122335109;windows;34810
1122335110;windows;34820
1122335111;windows;34830
1122335112;windows;34870
1122335113;windows;34900
1122335114;windows;34920
1122335115;windows;35000
1122335116;windows;35070
1122335117;windows;35130
1122335118;"windows;mac";35140
1122335119;windows;35300
1122335120;windows;35310
1122335121;windows;35320
1122335122;windows;35450
1122335123;windows;35460
1122335124;"windows;mac;linux";35480
1122335125;windows;35600
1122335126;"windows;mac;linux";35700
1122335127;"windows;mac;linux";35720
1122335128;"windows;mac";35800
1122335129;"windows;mac";36000
1122335130;windows;36100
1122335131;windows;36130
1122335132;windows;36180
1122335133;windows;36210
1122335134;windows;36240
1122335135;windows;36300
1122335136;windows;36310
1122335137;windows;36320
1122335138;windows;36900
1122335139;windows;36910
1122335140;windows;37000
1122335141;windows;37010
1122335142;windows;37030
1122335143;"windows;mac";37100
1122335144;"windows;mac";37210
1122335145;"windows;mac";37220
1122335146;"windows;mac";37230
1122335147;"windows;mac";37240
1122335148;windows;37260
1122335149;"windows;mac";37270
1122335150;"windows;mac";37280
1122335151;"windows;mac";37300
1122335152;"windows;mac";37310
1122335153;"windows;mac";37320
1122335154;"windows;mac";37330
1122335155;"windows;mac";37340
1122335156;"windows;mac";37370
1122335157;"windows;mac";37380
1122335158;"windows;mac";37390
1122335159;windows;37400
1122335160;windows;37500
1122335161;"windows;mac";37600
1122335162;windows;37700
1122335163;"windows;mac";37800
1122335164;windows;37960
1122335165;windows;38000
1122335166;windows;38070
1122335167;windows;38080
1122335168;windows;38090
1122335169;windows;38100
1122335170;windows;38110
1122335171;windows;38120
1122335172;windows;38130
1122335173;windows;38140
1122335174;windows;38150
1122335175;windows;38160
1122335176;windows;38170
1122335177;windows;38180
1122335178;windows;38190
1122335179;windows;38210
1122335180;windows;38230
1122335181;windows;38400
1122335182;windows;38410
1122335183;windows;38420
1122335184;windows;38430
1122335185;windows;38450
1122335186;windows;38460
1122335187;windows;38490
1122335188;"windows;mac";38600
1122335189;"windows;mac;linux";38700
1122335190;"windows;mac;linux";38720
1122335191;"windows;mac;linux";38740
1122335192;windows;39000
1122335193;windows;39110
1122335194;windows;39120
1122335195;windows;39140
1122335196;windows;39150
1122335197;windows;39190
1122335198;windows;39200
1122335199;windows;39210
1122335200;windows;39500
1122335201;windows;39510
1122335202;windows;39520
1122335203;windows;39540
1122335204;windows;39560
1122335205;windows;39630
1122335206;windows;39640
1122335207;windows;39650
1122335208;windows;39660
1122335209;windows;39670
1122335210;windows;39680
1122335211;windows;39690
1122335212;"windows;mac;linux";39800
1122335213;windows;39900
1122335214;windows;40100
1122335215;windows;40200
1122335216;windows;40210
1122335217;windows;40300
1122335218;windows;40320
1122335219;windows;40330
1122335220;windows;40340
1122335221;windows;40350
1122335222;windows;40380
1122335223;windows;40390
1122335224;"windows;mac;linux";40400
1122335225;"windows;mac;linux";40420
1122335226;windows;40500
1122335227;"windows;mac";40700
1122335228;windows;40720
1122335229;windows;40930
1122335230;windows;40950
1122335231;windows;40970
1122335232;windows;40980
1122335233;windows;40990
1122335234;windows;41000
1122335235;"windows;mac;linux";41070
1122335236;"windows;mac;linux";41100
1122335237;"windows;mac;linux";41300
1122335238;windows;41400
1122335239;"windows;mac";41500
1122335240;windows;41600
1122335241;windows;41660
1122335242;windows;41680
1122335243;windows;41700
1122335244;windows;41740
1122335245;"windows;mac;linux";41800
1122335246;"windows;mac;linux";41900
1122335247;windows;42000
1122335248;windows;42120
1122335249;windows;42140
1122335250;"windows;mac";42170
1122335251;"windows;mac";42210
1122335252;"windows;mac";42220
1122335253;"windows;mac";42230
1122335254;windows;42500
1122335255;windows;42670
1122335256;windows;42700
1122335257;windows;42810
1122335258;windows;42850
1122335259;windows;42890
1122335260;windows;42910
1122335261;windows;42920
1122335262;windows;42930
1122335263;windows;42940
1122335264;windows;42950
1122335265;windows;42960
1122335266;windows;42980
1122335267;windows;42990
1122335268;windows;43000
1122335269;windows;43100
1122335270;windows;43190
1122335271;windows;43500
1122335272;windows;43600
1122335273;windows;44100
1122335274;windows;44350
1122335275;windows;44360
1122335276;windows;44600
1122335277;windows;44680
1122335278;windows;44690
1122335279;windows;45000
1122335280;"windows;mac;linux";45100
1122335281;windows;45300
1122335282;"windows;mac";45400
1122335283;windows;45410
1122335284;"windows;mac";45420
1122335285;"windows;mac;linux";45450
1122335286;windows;45700
1122335287;windows;45710
1122335288;windows;45720
1122335289;windows;45730
1122335290;windows;45740
1122335291;windows;45750
1122335292;windows;45760
1122335293;windows;45770
1122335294;"windows;mac";46000
1122335295;windows;46200
1122335296;windows;46250
1122335297;windows;46260
1122335298;windows;46270
1122335299;windows;46280
1122335300;windows;46290
1122335301;windows;46340
1122335302;windows;46350
1122335303;windows;46360
1122335304;windows;46370
1122335305;windows;46380
1122335306;windows;46400
1122335307;windows;46410
1122335308;windows;46440
1122335309;windows;46450
1122335310;windows;46480
1122335311;windows;46490
1122335312;"windows;mac";46500
1122335313;"windows;mac";46510
1122335314;windows;46520
1122335315;windows;46540
1122335316;windows;46550
1122335317;windows;46570
1122335318;windows;46600
1122335319;windows;46700
1122335320;windows;46710
1122335321;windows;46720
1122335322;windows;46730
1122335323;windows;46740
1122335324;windows;46750
1122335325;windows;46760
1122335326;"windows;mac;linux";46770
1122335327;windows;46790
1122335328;windows;46830
1122335329;windows;46840
1122335330;windows;46850
1122335331;windows;47110
1122335332;windows;47120
1122335333;windows;47130
1122335334;"windows;mac;linux";47400
1122335335;windows;47410
1122335336;windows;47700
1122335337;windows;47730
1122335338;windows;47780
1122335339;windows;47790
1122335340;windows;47800
1122335341;windows;47810
1122335342;windows;47870
1122335343;windows;47890
1122335344;windows;47920
1122335345;"windows;mac;linux";48000
1122335346;windows;48110
1122335347;windows;48150
1122335348;windows;48190
1122335349;windows;48240
1122335350;"windows;mac;linux";48700
1122335351;windows;48720
1122335352;windows;48800
1122335353;windows;48950
1122335354;"windows;mac";49000
1122335355;windows;49300
1122335356;windows;49320
1122335357;windows;49470
1122335358;"windows;mac;linux";49520
1122335359;"windows;mac;linux";49600
1122335360;"windows;mac";49800
1122335361;"windows;mac";49810
1122335362;windows;49900
1122335363;windows;50000
1122335364;"windows;mac";50130
1122335365;"windows;mac;linux";50300
1122335366;windows;50510
1122335367;"windows;mac";50910
1122335368;windows;50920
1122335369;windows;50930
1122335370;windows;50940
1122335371;windows;50960
1122335372;windows;50970
1122335373;windows;50980
1122335374;windows;50990
1122335375;windows;51000
1122335376;"windows;mac";51010
1122335377;"windows;mac";51020
1122335378;"windows;mac";51030
1122335379;windows;51060
1122335380;"windows;mac;linux";55000
1122335381;"windows;mac;linux";55040
1122335382;windows;55100
1122335383;windows;55110
1122335384;windows;55140
1122335385;windows;55150
1122335386;"windows;linux";55230
1122335387;"windows;mac";57000
1122335388;"windows;mac";57200
1122335389;"windows;mac;linux";57300
1122335390;windows;57620
1122335391;"windows;mac;linux";57640
1122335392;windows;57650
1122335393;windows;57680
1122335394;"windows;mac";57690
1122335395;windows;57700
1122335396;"windows;mac;linux";57740
1122335397;"windows;mac";57800
1122335398;"windows;mac";57900
1122335399;"windows;mac";58200
1122335400;"windows;mac";58230
1122335401;windows;58400
1122335402;windows;58520
1122335403;windows;58550
1122335404;windows;58560
1122335405;"windows;mac";58570
1122335406;"windows;mac;linux";58610
1122335407;"windows;mac";60340
1122335408;"windows;mac";60350
1122335409;windows;60600
1122335410;"windows;mac";60700
1122335411;windows;60800
1122335412;windows;61100
1122335413;"windows;mac";61310
1122335414;windows;61500
1122335415;windows;61510
1122335416;windows;61520
1122335417;"windows;mac;linux";61600
1122335418;windows;61700
1122335419;"windows;mac";61730
1122335420;"windows;mac";62000
1122335421;windows;62100
1122335422;"windows;mac;linux";63000
1122335423;windows;63110
1122335424;windows;63200
1122335425;"windows;mac";63500
1122335426;"windows;mac";63610
1122335427;"windows;mac";63650
1122335428;"windows;mac";63660
1122335429;"windows;mac";63700
1122335430;"windows;mac";63710
1122335431;windows;63800
1122335432;windows;63900
1122335433;windows;63910
1122335434;windows;63940
1122335435;windows;63960
1122335436;windows;64000
1122335437;windows;65070
1122335438;"windows;mac";65080
1122335439;windows;65270
1122335440;windows;65400
1122335441;windows;65500
1122335442;windows;65530
1122335443;windows;65540
1122335444;windows;65560
1122335445;windows;65600
1122335446;windows;65610
1122335447;windows;65710
1122335448;windows;65730
1122335449;windows;65740
1122335450;windows;65780
1122335451;windows;65790
1122335452;"windows;mac;linux";65800
1122335453;"windows;mac";65930
1122335454;"windows;mac;linux";65980
1122335455;"windows;mac;linux";67000
1122335456;"windows;mac";67370
1122335457;windows;70000
1122335458;"windows;mac;linux";70100
1122335459;"windows;mac;linux";70110
1122335460;"windows;mac;linux";70120
1122335461;windows;70200
1122335462;windows;70210
1122335463;"windows;mac;linux";70300
1122335464;windows;70400
1122335465;windows;70420
1122335466;"windows;mac";70500
1122335467;windows;70600
1122335468;"windows;mac";70620
1122335469;windows;70640
1122335470;windows;70650
1122335471;windows;70660
1122335472;windows;70900
1122335473;windows;71000
1122335474;windows;71230
1122335475;windows;71240
1122335476;windows;71260
1122335477;windows;71340
1122335478;"windows;linux";72000
1122335479;windows;72400
1122335480;windows;72850
1122335481;windows;72900
1122335482;"windows;mac;linux";73010
1122335483;windows;73060
1122335484;windows;73170
1122335485;windows;73190
1122335486;windows;73210
1122335487;windows;73220
1122335488;"windows;mac";78000
1122335489;windows;80000
1122335490;"windows;mac";80200
1122335491;windows;80300
1122335492;"windows;mac;linux";80310
1122335493;"windows;mac;linux";80330
1122335494;"windows;mac;linux";80340
1122335495;"windows;mac;linux";80350
1122335496;windows;80360
1122335497;"windows;mac";90200
1122335498;windows;90400
1122335499;windows;91100
1122335500;"windows;mac;linux";91200
1122335501;windows;91330
1122335502;"windows;mac";91600
1122335503;windows;91700
1122335504;windows;91800
1122335505;windows;91810
1122335506;windows;91900
1122335507;windows;92000
1122335508;windows;92100
1122335509;windows;92200
1122335510;windows;92210
1122335511;windows;92220
1122335512;windows;92300
1122335513;windows;92400
1122335514;windows;92600
1122335515;windows;92700
1122335516;"windows;mac;linux";92800
1122335517;windows;92900
1122335518;"windows;mac;linux";93200
1122335519;windows;94000
1122335520;"windows;mac";94200
1122335521;"windows;mac";94300
1122335522;"windows;mac";94400
1122335523;"windows;mac";94590
1122335524;"windows;mac";94620
1122335525;"windows;mac;linux";95000
1122335526;"windows;mac;linux";95300
1122335527;"windows;mac;linux";95400
1122335528;"windows;mac";95700
1122335529;windows;95900
1122335530;"windows;mac;linux";96000
1122335531;windows;96100
1122335532;"windows;linux";96200
1122335533;windows;96800
1122335534;windows;96900
1122335535;"windows;mac;linux";97000
1122335536;windows;97100
1122335537;windows;97110
1122335538;windows;97120
1122335539;windows;97130
1122335540;windows;97330
1122335541;"windows;mac";98100
1122335542;"windows;mac;linux";98200
1122335543;windows;98300
1122335544;windows;98400
1122335545;windows;98500
1122335546;"windows;mac";98600
1122335547;"windows;mac;linux";98800
1122335548;windows;98900
1122335549;windows;99100
1122335550;windows;99120
1122335551;windows;99300
1122335552;windows;99400
1122335553;windows;99410
1122335554;"windows;mac;linux";99700
1122335555;"windows;mac";99900
1122335556;"windows;mac";99910
1122335557;windows;100980
1122335558;windows;102200
1122335559;"windows;mac";102400
1122335560;windows;102500
1122335561;windows;102600
1122335562;windows;102810
1122335563;"windows;mac;linux";102840
1122335564;windows;102850
1122335565;"windows;mac";104000
1122335566;"windows;mac";104020
1122335567;"windows;mac";104100
1122335568;windows;104200
1122335569;windows;104900
1122335570;"windows;mac";105000
1122335571;"windows;mac";105100
1122335572;"windows;mac";105300
1122335573;windows;105420
1122335574;windows;105450
1122335575;"windows;mac;linux";105600
1122335576;windows;105700
1122335577;windows;105800
1122335578;"windows;mac;linux";107100
1122335579;"windows;mac;linux";107200
1122335580;windows;107300
1122335581;windows;107310
1122335582;windows;107410
1122335583;windows;107600
1122335584;windows;108110
1122335585;"windows;mac;linux";108200
1122335586;windows;108210
1122335587;windows;108500
1122335588;"windows;mac;linux";108600
1122335589;windows;108700
