id_categoria;nome_categoria;appid 
4555;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";342090
4556;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor";342100
4557;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor";342130
4558;"Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases";342150
4559;"Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;VR Support;SteamVR Collectibles;Steam Cloud;Steam Leaderboards";342180
4560;"Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;VR Support;Steam Cloud";342190
4561;"Multi-player;MMO;Steam Achievements";342200
4562;"Single-player;Partial Controller Support";342230
4563;"Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards";342240
4564;"Single-player;Steam Cloud";342250
4565;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";342260
4566;"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support";342300
4567;"Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support";342310
4568;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";342350
4569;"Single-player;Steam Trading Cards";342360
4570;"Single-player;Steam Trading Cards";342380
4571;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";342450
4572;"Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Includes level editor";342480
4573;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";342490
4574;"Single-player;Steam Achievements;Steam Trading Cards";342500
4575;"Single-player;Steam Trading Cards";342510
4576;"Single-player;Steam Achievements;Full controller support";342520
4577;"Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards";342530
4578;"Single-player;Steam Achievements;Captions available;Partial Controller Support";342540
4579;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats";342550
4580;"Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop";342560
4581;"Single-player;Multi-player;Co-op;Partial Controller Support";342570
4582;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards";342580
4583;"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor";342610
4584;"Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards";342620
4585;Single-player;342630
4586;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Cloud";342640
4587;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor";342650
4588;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";342660
4589;"Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats";342740
4590;Single-player;342860
4591;"Single-player;Partial Controller Support";342870
4592;"Single-player;Multi-player;Cross-Platform Multiplayer";342890
4593;"Single-player;Online Multi-Player;Steam Trading Cards";342910
4594;"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards";342920
4595;MMO;342940
4596;"Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards";342970
4597;"Single-player;Partial Controller Support;Steam Cloud";342980
4598;"Single-player;Steam Cloud";342990
4599;"Single-player;Steam Cloud";343000
4600;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards";343020
4601;"Single-player;Steam Achievements;Steam Cloud";343070
4602;"Single-player;Steam Trading Cards";343090
4603;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available";343100
4604;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Full controller support;Includes level editor";343120
4605;"Single-player;Steam Cloud";343140
4606;"Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support";343150
4607;"Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards";343170
4608;Single-player;343180
4609;"Single-player;Steam Cloud";343250
4610;"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support";343270
4611;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";343280
4612;"Single-player;Multi-player;Local Multi-Player;Cross-Platform Multiplayer;Includes level editor";343320
4613;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards";343340
4614;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Trading Cards";343360
4615;"Single-player;Steam Achievements;Captions available;Steam Cloud";343370
4616;"Single-player;Steam Trading Cards";343390
4617;"Single-player;Steam Achievements";343410
4618;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";343430
4619;"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";343440
4620;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support";343560
4621;"Single-player;Steam Achievements;Full controller support;Steam Cloud";343570
4622;"Multi-player;Co-op";343630
4623;Single-player;343690
4624;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";343710
4625;"Single-player;Full controller support;VR Support";343740
4626;Single-player;343750
4627;"Single-player;Full controller support";343770
4628;Single-player;343800
4629;Single-player;343810
4630;Single-player;343820
4631;Single-player;343830
4632;"Single-player;Full controller support";343840
4633;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";343860
4634;"Single-player;Steam Achievements;Steam Trading Cards";343930
4635;Single-player;344030
4636;"Single-player;Multi-player;Local Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";344040
4637;"Single-player;Full controller support";344100
4638;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support";344130
4639;"Single-player;Multi-player;Partial Controller Support;Stats";344160
4640;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases";344190
4641;"Single-player;Multi-player;Shared/Split Screen;Full controller support";344220
4642;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";344230
4643;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";344240
4644;Single-player;344260
4645;"Single-player;Steam Achievements";344270
4646;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";344300
4647;"Single-player;Multi-player;Steam Achievements";344340
4648;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";344410
4649;"Single-player;Steam Trading Cards";344440
4650;"Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards";344480
4651;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support";344500
4652;"Single-player;Steam Trading Cards;Steam Cloud";344630
4653;"Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Stats;Steam Leaderboards";344740
4654;Multi-player;344760
4655;"Single-player;Steam Achievements;Steam Trading Cards";344770
4656;Single-player;344800
4657;Single-player;344810
4658;Single-player;344820
4659;"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop";344840
4660;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";344850
4661;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";344860
4662;"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards";344880
4663;"Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Captions available;VR Support;Steam Cloud;Stats;Steam Turn Notifications";344890
4664;Single-player;344900
4665;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards";344910
4666;"Single-player;Steam Achievements";344960
4667;"MMO;Partial Controller Support";345010
4668;"Single-player;Full controller support";345020
4669;Single-player;345030
4670;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";345060
4671;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";345080
4672;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";345090
4673;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats";345120
4674;"Single-player;Partial Controller Support";345130
4675;"Single-player;Full controller support;VR Support;Includes level editor";345140
4676;"Single-player;Multi-player;Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";345180
4677;"Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards";345200
4678;"Single-player;Steam Trading Cards";345220
4679;"Single-player;Steam Achievements;Steam Trading Cards";345230
4680;"Single-player;Multi-player";345240
4681;"Single-player;Multi-player";345260
4682;"Single-player;Steam Trading Cards";345280
4683;Single-player;345290
4684;"Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";345330
4685;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards";345340
4686;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";345350
4687;"Single-player;Steam Achievements;Partial Controller Support";345390
4688;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";345430
4689;"Single-player;Full controller support;Steam Trading Cards";345440
4690;"Single-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases";345460
4691;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";345480
4692;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";345540
4693;"Single-player;Partial Controller Support";345580
4694;"Single-player;Steam Trading Cards";345610
4695;"Single-player;Steam Cloud";345620
4696;"Single-player;Steam Cloud";345630
4697;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards";345640
4698;Single-player;345650
4699;"Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";345660
4700;"Single-player;Full controller support";345690
4701;"Single-player;Steam Achievements";345700
4702;"Single-player;Multi-player;Steam Achievements";345710
4703;"Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards";345750
4704;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";345820
4705;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards";345860
4706;"Single-player;Steam Trading Cards";345920
4707;"Shared/Split Screen;Steam Achievements;Full controller support";345990
4708;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Includes level editor";346010
4709;"Single-player;Steam Achievements;Steam Trading Cards";346040
4710;"Single-player;Partial Controller Support;Steam Cloud";346060
4711;"Single-player;Steam Trading Cards";346080
4712;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";346090
4713;"Single-player;Multi-player;MMO;Co-op;Steam Achievements;Full controller support;VR Support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor";346110
4714;"Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Includes level editor";346120
4715;"Single-player;Steam Achievements";346130
4716;"Single-player;Steam Trading Cards";346140
4717;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Cloud;Includes level editor";346150
4718;"Single-player;Full controller support";346160
4719;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards";346180
4720;"Single-player;Steam Trading Cards;Partial Controller Support";346200
4721;"Single-player;Steam Trading Cards";346210
4722;Single-player;346240
4723;Single-player;346250
4724;"Single-player;Partial Controller Support";346300
4725;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Captions available;Steam Workshop;Partial Controller Support;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor;Includes Source SDK";346330
4726;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";346340
4727;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";346420
4728;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";346430
4729;"Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards;Includes level editor";346440
4730;"Single-player;Steam Achievements;Partial Controller Support";346450
4731;"Single-player;Full controller support;VR Support;Steam Workshop;Steam Leaderboards";346460
4732;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Stats";346470
4733;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards";346490
4734;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";346500
4735;"Single-player;Partial Controller Support";346550
4736;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";346560
4737;"Single-player;Multi-player;Partial Controller Support;Stats;Steam Leaderboards;Steam Turn Notifications";346610
4738;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";346630
4739;"Single-player;Full controller support";346650
4740;"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Leaderboards";346670
4741;"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats";346730
4742;"Single-player;Steam Achievements;Steam Cloud;Stats";346750
4743;"Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop";346760
4744;"Single-player;Steam Achievements";346770
4745;"Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards";346780
4746;"Single-player;Multi-player;Online Multi-Player;Co-op;Steam Achievements;Partial Controller Support";346800
4747;"Single-player;Steam Achievements;Steam Trading Cards";346810
4748;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";346830
4749;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";346850
4750;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";346900
4751;"Single-player;Multi-player;Partial Controller Support";346920
4752;"Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor";346940
4753;"Single-player;Steam Trading Cards";346950
4754;"Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor";346970
4755;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";347000
4756;"Single-player;Multi-player;Shared/Split Screen;Steam Trading Cards";347030
4757;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards";347040
4758;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor";347050
4759;Single-player;347060
4760;"Single-player;Steam Achievements;Full controller support;Steam Cloud";347080
4761;"Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";347160
4762;"Single-player;Partial Controller Support";347170
4763;Single-player;347230
4764;Single-player;347240
4765;Single-player;347250
4766;Single-player;347260
4767;Single-player;347270
4768;"Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";347280
4769;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";347290
4770;"Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud";347330
4771;"Steam Achievements;Partial Controller Support;Stats;Includes level editor";347400
4772;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";347430
4773;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;VR Support;Steam Cloud";347440
4774;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats";347480
4775;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";347510
4776;"Single-player;Steam Achievements;Steam Cloud";347520
4777;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";347560
4778;Single-player;347580
4779;"Single-player;Steam Trading Cards";347590
4780;"Single-player;Partial Controller Support";347600
4781;"Single-player;Steam Trading Cards";347610
4782;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";347620
4783;"Single-player;Full controller support;Steam Cloud;Steam Leaderboards";347660
4784;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";347670
4785;"Single-player;Multi-player;Shared/Split Screen;Full controller support";347690
4786;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";347710
4787;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support";347720
4788;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";347730
4789;"Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor";347790
4790;"Multi-player;Cross-Platform Multiplayer;Partial Controller Support;Includes level editor";347820
4791;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";347830
4792;"Single-player;Full controller support";347930
4793;Single-player;347940
4794;"Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases";347950
4795;Single-player;348000
4796;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Includes level editor";348020
4797;"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards";348160
4798;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";348180
4799;"Steam Achievements;Steam Workshop;Steam Cloud;Stats";348200
4800;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards";348240
4801;"Single-player;VR Support;SteamVR Collectibles";348250
4802;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards";348270
4803;"Multi-player;Shared/Split Screen;Steam Achievements;Full controller support";348280
4804;Single-player;348290
4805;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";348300
4806;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";348340
4807;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";348360
4808;Single-player;348380
4809;"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards";348400
4810;"Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards";348430
4811;"Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards";348440
4812;"Single-player;Steam Trading Cards";348450
4813;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";348460
4814;"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards";348470
4815;"Single-player;Multi-player;Steam Achievements";348490
4816;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";348510
4817;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Includes level editor";348530
4818;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";348540
4819;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";348550
4820;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards";348570
4821;Single-player;348620
4822;"Single-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";348650
4823;"Single-player;Multi-player;Co-op;Steam Achievements;Stats;Includes level editor";348700
4824;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";348710
4825;"Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards";348730
4826;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";348740
4827;"Single-player;Partial Controller Support";348790
4828;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";348800
4829;"Single-player;Multi-player;MMO;Co-op;Partial Controller Support";348810
4830;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";348820
4831;"Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards";348840
4832;"Single-player;Partial Controller Support";348860
4833;"Single-player;Steam Trading Cards;Steam Cloud";348870
4834;"Single-player;Steam Achievements;Steam Cloud";348910
4835;"Single-player;Steam Trading Cards";348950
4836;"Single-player;Steam Trading Cards";348960
4837;"Single-player;Co-op;Shared/Split Screen;Steam Trading Cards;Partial Controller Support;Steam Cloud;Commentary available";348980
4838;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards";349020
4839;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards";349040
4840;Single-player;349060
4841;"Single-player;Steam Achievements;Steam Cloud;Includes level editor";349100
4842;"Single-player;Steam Achievements;Steam Trading Cards";349140
4843;"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support";349150
4844;"Single-player;Steam Achievements;Steam Cloud";349190
4845;"Single-player;Steam Achievements;Steam Trading Cards";349220
4846;Single-player;349240
4847;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor";349250
4848;"Single-player;Steam Trading Cards;Steam Cloud";349300
4849;"Single-player;Steam Trading Cards;Steam Cloud;Commentary available";349320
4850;"Single-player;Steam Trading Cards;Stats";349440
4851;"Single-player;Multi-player;Online Multi-Player;MMO;Steam Achievements;Steam Trading Cards;Stats";349450
4852;"Single-player;Steam Achievements;Steam Trading Cards";349460
4853;"Single-player;Steam Trading Cards";349500
4854;"Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards";349510
4855;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";349530
4856;"Single-player;Steam Achievements;Steam Trading Cards";349540
4857;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";349550
4858;Single-player;349650
4859;"Single-player;Multi-player;Co-op";349670
4860;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards";349680
4861;"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";349690
4862;"Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards";349710
4863;"Single-player;MMO";349720
4864;"Single-player;Steam Achievements;Steam Trading Cards";349760
4865;Single-player;349780
4866;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";349790
4867;"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud";349840
4868;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support";349950
4869;"Single-player;Co-op";349980
4870;"Single-player;Full controller support";350000
4871;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";350010
4872;"Single-player;Multi-player";350020
4873;"Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud";350070
4874;"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";350080
4875;"Single-player;Steam Achievements";350090
4876;"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud";350110
4877;"Single-player;Multi-player;Partial Controller Support";350150
4878;"Single-player;Captions available";350200
4879;"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards";350210
4880;"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support";350220
4881;"Single-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";350310
4882;"Single-player;Steam Achievements;Steam Cloud";350330
4883;Single-player;350380
4884;"Single-player;Steam Achievements;Includes level editor";350480
4885;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";350490
4886;"Single-player;Steam Trading Cards";350500
4887;"Single-player;Steam Achievements;Partial Controller Support";350530
4888;"Single-player;Partial Controller Support";350540
4889;"Single-player;Steam Trading Cards";350550
4890;"Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards";350600
4891;"Single-player;Steam Achievements;Steam Leaderboards";350610
4892;"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud";350620
4893;"Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards";350630
4894;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";350640
4895;"Multi-player;MMO";350700
4896;Single-player;350710
4897;"Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards";350740
4898;"Single-player;Steam Achievements;Full controller support;Steam Leaderboards";350770
4899;"Single-player;Steam Achievements;Full controller support;Steam Leaderboards";350780
4900;"Single-player;Captions available";350800
4901;"Single-player;Steam Achievements;Steam Trading Cards";350810
4902;"Single-player;Steam Achievements;Includes level editor";350880
4903;"Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud";350910
4904;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";350970
4905;Single-player;350990
4906;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards";351030
4907;"Single-player;Multi-player;Steam Achievements;Steam Trading Cards";351050
4908;"Single-player;Steam Trading Cards;Partial Controller Support";351060
4909;"Single-player;Multi-player";351080
4910;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";351090
4911;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";351100
4912;"Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards";351140
4913;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";351150
4914;"Single-player;Steam Achievements;Steam Trading Cards;Captions available;VR Support;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor";351170
4915;Single-player;351220
4916;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor";351230
4917;"Single-player;Steam Achievements;Steam Trading Cards";351240
4918;"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";351250
4919;"Multi-player;Steam Achievements";351290
4920;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";351300
4921;"Single-player;Steam Achievements;Captions available;Steam Cloud;Includes level editor";351320
4922;"Single-player;Steam Achievements;Captions available;Steam Cloud;Steam Leaderboards;Includes level editor";351330
4923;"Single-player;Steam Trading Cards";351340
4924;"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";351400
4925;Single-player;351410
4926;"Single-player;Shared/Split Screen";351420
4927;"Single-player;Steam Trading Cards;Partial Controller Support";351470
